analysis_set,model,feature_count,n_train,n_test,train_positive,test_positive,accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,average_precision
ultra_conservative,conventional_statistical_baseline,14,648,155,156,45,0.8064516129032258,0.7651515151515151,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5303030303030303,0.8428282828282828,0.7349968713674321
ultra_conservative,standalone_ai_model,14,648,155,156,45,0.8516129032258064,0.8297979797979798,0.7291666666666666,0.7777777777777778,0.7526881720430108,0.6475422032579478,0.9139393939393939,0.8437052528152316
ultra_conservative,governance_centered_ai_model,14,648,155,156,45,0.8516129032258064,0.8297979797979798,0.7291666666666666,0.7777777777777778,0.7526881720430108,0.6475422032579478,0.9139393939393939,0.8437052528152316
