panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related
2023__q1__expenditure_total_expenditure_compensation_of_employees,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,134066.0,134066.0,134066.0,134066.0,134066.0,,1,1,1,1,1,134066.0,124257.28722662316,324260.5,125915.64,9808.712773376843,-190194.5,8150.360000000001,0.07893873262730658,-0.5865484695175638,0.06472873425414032,129161.64361331158,6935.807316765598,177355.66931141578,98024.5002007671,-0.14239097941804468,0.14239097941804468,0.023746390995972345,6.731055144301738,1,0,1,0,0
2023__q2__expenditure_total_expenditure_compensation_of_employees,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,129530.45208558424,131880.78923753,906713.1645990897,0.0473741365746838,265947.26027357,105645.8202263579,7,2,1,4,1,129530.45208558424,134066.0,124257.28722662316,126838.89001903994,-4535.547914415758,5273.164858961085,2691.5620665442984,-0.03383070960881773,0.042437469678086336,0.02122032182826785,131798.2260427921,3207.1166866792855,178028.55982805186,97570.3219988271,-0.4255937608091659,0.4255937608091659,0.012766061910486782,2.7992491803908974,1,0,1,0,0
2023__q3__expenditure_total_expenditure_compensation_of_employees,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,130598.0,130598.0,130598.0,130598.0,130598.0,,1,1,1,1,1,130598.0,129530.45208558424,134066.0,324260.5,1067.547914415758,-3468.0,-193662.5,0.008241675198588826,-0.02586785613056256,-0.5972435742250444,130064.22604279211,754.8703695223568,129612.93482805185,4061.6050789515934,-0.3589353229895805,0.3589353229895805,0.015350540706874662,1.4906487384173221,1,0,1,0,0
2023__q4__expenditure_total_expenditure_compensation_of_employees,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,339045.92366834497,339045.92366834497,678091.8473366899,140773.35956634994,537318.4877703399,280399.74919953017,2,2,1,2,1,339045.92366834497,130598.0,129530.45208558424,124257.28722662316,208447.92366834497,209515.47158276074,214788.6364417218,1.5961034906227123,1.6174997323743474,1.7285797978993829,234821.96183417249,147394.94035014257,183310.09393848229,103841.93785858103,12.656698702273209,12.656698702273209,0.5199922824002673,2.903269755053813,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_compensation_of_employees,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,537318.4877703399,537318.4877703399,537318.4877703399,537318.4877703399,537318.4877703399,,1,1,1,1,1,537318.4877703399,339045.92366834497,130598.0,134066.0,198272.56410199497,406720.48777033994,403252.48777033994,0.5847955992414331,3.114293387114197,3.007865437697402,438182.20571934246,140199.87459976505,284123.21588106727,195442.45876730036,25.03697616528121,25.03697616528121,1.0,4.493292132092072,1,0,1,0,0
2024__q1__expenditure_total_expenditure_compensation_of_employees,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,178443.6265104067,137502.83002012,535330.8795312201,131880.78923753,265947.26027357,75832.4882682788,3,2,1,2,1,178443.6265104067,537318.4877703399,339045.92366834497,129530.45208558424,-358874.8612599332,-160602.29715793827,48913.17442482246,-0.6678997083259177,-0.47368891924811807,0.3776191130137044,357881.05714037333,253762.84799428022,296351.5094872729,183724.7872957183,2.6285790326808023,2.6285790326808023,0.13118235073266987,8.565653865427608,1,0,1,0,0
2024__q2__expenditure_total_expenditure_compensation_of_employees,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,138908.3696982951,139845.36172996,694541.8484914756,0.0428691442986939,277348.19175008,138675.0592845339,5,2,1,3,1,138908.3696982951,178443.6265104067,537318.4877703399,130598.0,-39535.25681211159,-398410.1180720448,8310.369698295108,-0.22155600390583816,-0.7414785218451906,0.06363320799931935,158675.9981043509,27955.64818779589,298429.10191184666,181256.02812844998,0.15996996857734452,0.15996996857734452,0.03546951989774536,1.7971704533039612,1,0,1,0,0
2024__q3__expenditure_total_expenditure_compensation_of_employees,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,138626.83874995002,138626.83874995002,138626.83874995002,138626.83874995002,138626.83874995002,,1,1,1,1,1,138626.83874995002,138908.3696982951,178443.6265104067,339045.92366834497,-281.53094834508374,-39816.787760456675,-200419.08491839495,-0.0020267385540306943,-0.22313370636487592,-0.5911266613971891,138767.60422412257,199.0724427078507,248324.3306822479,193568.53041484437,0.14239097941804288,0.14239097941804288,0.034787947898306776,1.2786421539706936,1,0,1,0,0
2024__q4__expenditure_total_expenditure_compensation_of_employees,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,354276.5990724749,354276.5990724749,708553.1981449499,146289.0838224599,562264.11432249,294138.7648708522,2,1,1,2,1,354276.5990724749,138626.83874995002,138908.3696982951,537318.4877703399,215649.7603225249,215368.22937417982,-183041.888697865,1.5556133449130005,1.55043378481767,-0.34065808801297115,246451.71891121246,152487.40788531108,202563.85850778167,102856.70451708553,13.60771271828776,13.60771271828776,0.5568649670873831,2.335615530416087,1,0,1,0,0
2022__q1__expenditure_total_expenditure_economic_resources,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,16103.91566736993,11253.561037210004,128831.32533895945,-0.0204002653308917,53591.31824621533,20296.809089450206,8,4,1,7,1,16103.91566736993,,,,,,,,,,16103.91566736993,,16103.91566736993,,-1.2290701097032282,1.2290701097032282,0.0,0.21351393815885733,1,0,1,0,0
2022__q2__expenditure_total_expenditure_economic_resources,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,35534.462314265336,35534.462314265336,71068.92462853067,0.9246285306769708,71068.0,50252.01091426144,2,2,1,1,1,35534.462314265336,16103.91566736993,,,19430.546646895404,,,1.206572801810305,,,25819.188990817634,13739.471296181277,25819.188990817634,13739.471296181277,-0.15119800785301138,0.15119800785301138,0.25352979408591025,0.5077786902950998,1,0,1,0,0
2022__q3__expenditure_total_expenditure_economic_resources,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,34381.60336441845,49552.06184704002,103144.81009325535,1.43,53591.31824621533,29842.522321180735,3,2,1,2,1,34381.60336441845,35534.462314265336,16103.91566736993,,-1152.8589498468864,18277.687697048517,,-0.03244340493043201,1.1349840668926954,,34958.03283934189,815.1943811884398,28673.327115351236,10900.681127848995,-0.21515063471370982,0.21515063471370982,0.23848728923638868,0.011240232444418415,1,0,1,0,0
2022__q4__expenditure_total_expenditure_economic_resources,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,76519.0,76519.0,76519.0,76519.0,76519.0,,1,1,1,1,1,76519.0,34381.60336441845,35534.462314265336,,42137.39663558155,40984.537685734664,,1.225579743590131,1.1533743587638694,,55450.30168220922,29795.638902566938,40634.74533651343,25524.863750473425,2.122340178255647,2.122340178255647,0.7882960870265555,0.08840995322382224,1,0,1,0,0
2023__q1__expenditure_total_expenditure_economic_resources,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,21410.22112570455,11253.561037210004,149871.54787993184,0.1162150091595601,71770.7163108311,28353.117202036465,7,4,1,6,1,21410.22112570455,76519.0,34381.60336441845,16103.91566736993,-55108.77887429545,-12971.3822387139,5306.305458334618,-0.7201973218977699,-0.3772768274134066,0.32950405155724694,48964.610562852264,38967.79124492427,41961.321701097084,23911.904398659226,-0.9347130480428827,0.9347130480428827,0.06923667947465953,0.508160579103569,1,0,1,0,0
2023__q2__expenditure_total_expenditure_economic_resources,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,38260.07320953076,38260.07320953076,76520.14641906152,0.7273433764952136,76519.41907568503,54106.88581143838,2,2,1,1,1,38260.07320953076,21410.22112570455,76519.0,35534.462314265336,16849.852083826212,-38258.92679046924,2725.610895265425,0.7870003763574736,-0.4999925089254857,0.0767033104697134,29835.147167617648,11914.644670463767,42642.72442491344,23705.660337016365,0.0,0.0,0.2890935680544295,0.34192180294848956,1,0,1,0,0
2023__q3__expenditure_total_expenditure_economic_resources,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,48936.144456483395,61986.33572291555,195744.57782593358,1.190069271352113,71770.7163108311,33902.46118798837,4,3,1,2,1,48936.144456483395,38260.07320953076,21410.22112570455,34381.60336441845,10676.071246952633,27525.923330778845,14554.541092064945,0.27903948820184626,1.2856440467927697,0.42332351222245357,43598.10883300707,7549.12237515093,46281.35969792968,23124.85923531523,0.592234462754765,0.592234462754765,0.4283949574633004,0.11550022805578229,1,0,1,0,0
2023__q4__expenditure_total_expenditure_economic_resources,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,78591.42018764056,78591.42018764056,157182.8403752811,71770.7163108311,85412.12406444999,9645.931927514666,2,2,1,2,1,78591.42018764056,48936.144456483395,38260.07320953076,76519.0,29655.275731157162,40331.346978109796,2072.420187640557,0.6059994317191907,1.0541366911985697,0.02708373329030119,63763.78232206197,20969.446567458108,46799.46474483982,24033.509456675183,2.237303691334465,2.237303691334465,0.815337027921337,0.13833544441971896,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_economic_resources,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,71770.7163108311,71770.7163108311,71770.7163108311,71770.7163108311,71770.7163108311,,1,1,1,1,1,71770.7163108311,78591.42018764056,48936.144456483395,21410.22112570455,-6820.70387680945,22834.571854347712,50360.49518512656,-0.08678687648759512,0.4666197573994294,2.352170717408662,75181.06824923583,4822.965963757531,59389.588541121455,18953.74698935735,1.8589382980494955,1.8589382980494955,0.7263404762116213,0.015770380395851435,1,0,1,0,0
2024__q1__expenditure_total_expenditure_economic_resources,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,26101.020488123402,26101.020488123402,52202.040976246804,0.0858412468048137,52201.955135,36912.29576822669,2,2,1,1,1,26101.020488123402,71770.7163108311,78591.42018764056,38260.07320953076,-45669.695822707705,-52490.399699517155,-12159.052721407359,-0.6363277137282183,-0.6678896955188488,-0.31780003804013846,48935.868399477244,32293.351610963568,56349.82536076962,23821.875653205705,-0.6744999999999999,0.6744999999999999,0.1304422347307382,0.6770376338533389,1,0,1,0,0
2024__q2__expenditure_total_expenditure_economic_resources,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,29079.789111234833,8647.558269993186,174478.734667409,0.2409661712557,85412.12406444999,39170.282539168446,6,3,1,5,1,29079.789111234833,26101.020488123402,71770.7163108311,48936.144456483395,2978.768623111431,-42690.92719959628,-19856.35534524856,0.11412460384324219,-0.5948237581286852,-0.4057605184426796,27590.404799679112,2106.3074929877116,51385.736524457476,27643.979329512553,-0.5092585554299573,0.5092585554299573,0.16930921101149446,-0.18595879016326997,1,0,1,0,0
2024__q3__expenditure_total_expenditure_economic_resources,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,50247.550155004166,67080.93727358,150742.6504650125,1.1085744325058826,83660.604617,44297.29123701547,3,2,1,2,1,50247.550155004166,29079.789111234833,26101.020488123402,78591.42018764056,21167.761043769333,24146.529666880764,-28343.87003263639,0.7279200328035141,0.9251182220200173,-0.36064840112271956,39663.6696331195,14967.867376585737,44299.76901629838,21235.750375528125,0.6649821647278739,0.6649821647278739,0.4455061804644394,0.01499847224088579,1,0,1,0,0
2024__q4__expenditure_total_expenditure_economic_resources,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,92744.0072863898,92744.0072863898,92744.0072863898,92744.0072863898,92744.0072863898,,1,1,1,1,1,92744.0072863898,50247.550155004166,29079.789111234833,71770.7163108311,42496.45713138563,63664.218175154965,20973.290975558688,0.8457418719975822,2.1892943560088822,0.2922263013890744,71495.77872069698,30049.533014006232,49543.09176018805,30741.355558700077,3.022391166224652,3.022391166224652,1.0,0.11349967116572594,1,0,1,0,0
2022__q1__expenditure_total_expenditure_education,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,57336.390325959735,45258.51081326,458691.1226076779,0.0129057022887162,185102.64197416505,68709.78299556156,8,4,1,7,1,57336.390325959735,,,,,,,,,,57336.390325959735,,57336.390325959735,,-1.0154545908629122,1.0154545908629122,0.0,2.4871853208151684,1,0,1,0,0
2022__q2__expenditure_total_expenditure_education,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,95954.3953290365,95954.3953290365,191908.790658073,0.7906580730045525,191908.0,135698.88908426295,2,2,1,1,1,95954.3953290365,57336.390325959735,,,38618.00500307677,,,0.6735339421182921,,,76645.39282749812,27307.053213571602,76645.39282749812,27307.053213571602,-0.2776285258026453,0.2776285258026453,0.2639124484175836,2.5181997261819897,1,0,1,0,0
2022__q3__expenditure_total_expenditure_education,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,110485.54339517,146352.8982113449,331456.63018551,1.09,185102.64197416505,97624.26179973486,3,2,1,2,1,110485.54339517,95954.3953290365,57336.390325959735,,14531.148066133494,53149.15306921026,,0.15143806613865723,0.9269706859300898,,103219.96936210325,10275.073335988818,87925.44301672209,27469.18590746093,0.0,0.0,0.3632171863020545,1.6114784287949646,1,0,1,0,0
2022__q4__expenditure_total_expenditure_education,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,201523.0,201523.0,201523.0,201523.0,201523.0,,1,1,1,1,1,201523.0,110485.54339517,95954.3953290365,,91037.45660483,105568.6046709635,,0.8239761855469121,1.1001956117691012,,156004.271697585,64373.20290725138,116324.83226254156,61066.67411735064,1.7393391599199644,1.7393391599199644,0.9853600978371276,1.436412367420404,1,0,1,0,0
2023__q1__expenditure_total_expenditure_education,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,61865.89973974427,45548.68479703005,433061.2981782099,0.0417272169093609,189010.55563123457,76536.05183948623,7,4,1,6,1,61865.89973974427,201523.0,110485.54339517,57336.390325959735,-139657.10026025574,-48619.64365542572,4529.509413784537,-0.693008243526822,-0.440054347033706,0.07899885898003153,131694.44986987213,98752.48263487639,117457.2096159877,59633.396680045036,-0.9289149027780457,0.9289149027780457,0.0309543157246764,2.7428566159542225,1,0,1,0,0
2023__q2__expenditure_total_expenditure_education,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,100761.80712529433,100761.80712529433,201523.61425058867,0.8034456408442765,201522.81080494783,142497.5779620913,2,2,1,1,1,100761.80712529433,61865.89973974427,201523.0,95954.3953290365,38895.90738555006,-100761.19287470567,4807.411796257831,0.6287131933613876,-0.49999847597894864,0.050101006626874896,81313.8534325193,27503.559872726233,118659.06256505215,59101.64588464311,-0.1857793034392781,0.1857793034392781,0.29676592745154445,2.0246936264050373,1,0,1,0,0
2023__q3__expenditure_total_expenditure_education,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,132470.4822365388,170435.13131335232,529881.9289461552,1.1106882160230958,189010.55563123457,90032.6537690911,4,3,1,2,1,132470.4822365388,100761.80712529433,61865.89973974427,110485.54339517,31708.675111244476,70604.58249679454,21984.938841368814,0.3146894246528913,1.141252011104856,0.19898475552349876,116616.14468091656,22421.419193602007,124155.29727539435,59110.42816226275,0.420038811290884,0.420038811290884,0.5134605517341687,1.5221804877403908,1,0,1,0,0
2023__q4__expenditure_total_expenditure_education,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,199471.17623741232,199471.17623741232,398942.35247482464,189010.55563123457,209931.79684359004,14793.551532096028,2,2,1,2,1,199471.17623741232,132470.4822365388,100761.80712529433,201523.0,67000.69400087351,98709.36911211799,-2051.823762587679,0.5057782901494788,0.9796307939314328,-0.01018158603527974,165970.82923697558,47376.64507222255,123642.34133474744,58217.39675941172,1.700137521906126,1.700137521906126,0.9713380935191224,1.4215714050060329,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_education,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,189010.55563123457,189010.55563123457,189010.55563123457,189010.55563123457,189010.55563123457,,1,1,1,1,1,189010.55563123457,199471.17623741232,132470.4822365388,61865.89973974427,-10460.620606177748,56540.07339469576,127144.6558914903,-0.05244176528907328,0.4268126184800778,2.055165388790252,194240.86593432346,7396.775766048731,155428.50530762,46843.817379520326,1.500279488345626,1.500279488345626,0.8998510243159399,1.1433537626054975,1,0,1,0,0
2024__q1__expenditure_total_expenditure_education,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_education,unspecified,75929.83857251432,75929.83857251432,151859.67714502863,-0.0298504414021137,151859.70699547004,107381.04971294859,2,2,1,1,1,75929.83857251432,189010.55563123457,199471.17623741232,100761.80712529433,-113080.71705872026,-123541.337664898,-24831.968552780017,-0.5982772585428733,-0.619344308261651,-0.24644227074949338,132470.19710187445,79960.14185365838,149220.51316942502,57039.35231343328,-0.6602127611887981,0.6602127611887981,0.1270661819760729,3.2572772227913895,1,0,1,0,0
