source_file,source_relative_path,sheet_name,source_sha256,file_year_guess,file_period_guess,year,period,row_number_in_cleaned_table,label,category,value_column,value,raw_value,unit,label_columns_used,normalized_indicator,period_order
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,7,مصروفات أخرى | Other Expenses,Expenditure,Q4,26016.935287550004,26016.935287550004,unspecified,المصروفات* | Expenditures*,total_expenditure,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,16,نفقات التمويل,Expenditure,Q4,9580.542311420002,9580.542311420002,unspecified,المصروفات* | Expenditures*,total_expenditure,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,29,نفقات التمويل,Expenditure,Q4,37789.20368825,37789.20368825,unspecified,المصروفات* | Expenditures*,total_expenditure,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,3,نفقات التمويل | Financing Expenses,Expenditure,Q4,9580.542311420002,9580.542311420002,unspecified,المصروفات* | Expenditures*,total_expenditure,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,7,الإيرادات غير النفطية | 135083.12795419604 | Non-oil Revenues,Non-oil revenue,Q4,108772.59600847703,108772.59600847703,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,19,الإيرادات غير النفطية | Non-oil Revenues,Non-oil revenue,Q4,108772.59600847703,108772.59600847703,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,31,الإيرادات غير النفطية | Non-oil Revenues,Non-oil revenue,Q4,457728.0,457728,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,1,الإيرادات النفطية | 179739.739495987 | Oil Revenues,Oil revenue,Q4,249211.041478688,249211.04147868796,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,13,الإيرادات النفطية | Oil Revenues,Oil revenue,Q4,249211.041478688,249211.04147868796,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,25,الإيرادات النفطية | Oil Revenues,Oil revenue,Q4,754562.0,754562,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Financing,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,5,إجمالي التمويل | Total Financing,Other,Q4 2023,36995.289134095,36995.289134095,unspecified,البيان | Item,other,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Financing,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,4,تمويل من الدين الخارجي | Financing from External Borrowing,Other,Q4 2023,16049.0,16049,unspecified,البيان | Item,other,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Financing,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,3,تمويل من الدين الداخلي | Financing from Domestic Borrowing,Other,الإجمالي,20946.49116594061,20946.491165940606,unspecified,البيان | Item,other,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Financing,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,3,تمويل من الدين الداخلي | Financing from Domestic Borrowing,Other,Q4 2023,20946.49116594061,20946.491165940606,unspecified,البيان | Item,other,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Financing,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,2,من الاحتياطيات الحكومية | Government Reserves,Other,الإجمالي,0.0,0,unspecified,البيان | Item,other,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Financing,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,2,من الاحتياطيات الحكومية | Government Reserves,Other,Q4 2023,0.0,0,unspecified,البيان | Item,other,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,0,2023,Revenue,Q4,2023.0,2023,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,MoF_Web_Crawl\2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,End-Year/Annual,2023,Q4,24,Unlabeled row,Revenue,Q4,2023.0,2023,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,12,Unlabeled row,Revenue,Q4,2023.0,2023,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,24,Unlabeled row,Revenue,Q4,2023.0,2023,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,20,الإجمالـــــــــــي | Total,Revenue,Q4,357983.637487165,357983.637487165,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,32,الإجمالـــــــــــي | Total,Revenue,Q4,1212290.0,1212290,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,8,الإجمالي | 314822.867450183 | Total,Revenue,Q4,357983.637487165,357983.637487165,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,6,الإيرادات الأخرى | 24405.829689206028 | Other Revenues,Revenue,Q4,30030.06146085706,30030.06146085706,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,18,الإيرادات الأخرى | Other Revenues,Revenue,Q4,30030.06146085706,30030.06146085706,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,30,الإيرادات الأخرى | Other Revenues,Revenue,Q4,101091.0,101091,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,MoF_Web_Crawl\2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,End-Year/Annual,2023,Q4,23,الإيرادات* | Revenues*,Revenue,Q4,4.0,Until Q4,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,11,الإيرادات* | Revenues*,Revenue,Q4,4.0,Q4,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,23,الإيرادات* | Revenues*,Revenue,Q4,4.0,Until Q4,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,4,الضرائب على التجارة والمعاملات الدولية | 5243.1281084 | Taxes on International Trade and Transactions,Revenue,Q4,5703.438853480002,5703.438853480002,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,16,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Revenue,Q4,5703.438853480002,5703.438853480002,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,28,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Revenue,Q4,22149.0,22149,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,2,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | 16680.38199858 | Taxes on Income, Profit and Capital Gains",Revenue,Q4,6559.566488010001,6559.566488010001,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,14,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Revenue,Q4,6559.566488010001,6559.566488010001,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,26,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Revenue,Q4,38638.0,38638,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,3,الضرائب على السلع والخدمات | 66129.92651132001 | Taxes on Goods and Services,Revenue,Q4,63001.47026206998,63001.47026206998,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,15,الضرائب على السلع والخدمات | Taxes on Goods and Services,Revenue,Q4,63001.47026206998,63001.47026206998,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,27,الضرائب على السلع والخدمات | Taxes on Goods and Services,Revenue,Q4,262476.0,262476,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,5,ضرائب أخرى | 22623.861646690002 | Other Taxes,Revenue,Q4,3478.058944060005,3478.058944060005,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,17,ضرائب أخرى | Other Taxes,Revenue,Q4,3478.058944060005,3478.058944060005,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Revenues,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,29,ضرائب أخرى | Other Taxes,Revenue,Q4,33374.0,33374,unspecified,الإيرادات* | Q2 | Revenues*,total_revenue,4
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Financing,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q4,0,فائض/(عجز) الفترة | Surplus/(Deficit),Surplus/Deficit,Q4 2023,-36995.28913409496,-36995.28913409496,unspecified,البيان | Item,surplus_deficit,4
2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,MoF_Web_Crawl\2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,Debt,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,End-Year/Annual,2023,End-Year/Annual,4,إطفاء سندات حكومية | Amortization of Government Bonds,Debt,الدين الخارجي External Debt,0.0,0,unspecified,البيان | Item,public_debt,5
2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,MoF_Web_Crawl\2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,GOV.BUD,7c7fabbf99f4c212109ac6f80e12080de330555adbd4c6797f26a9dccae16baa,2023,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0000000002,1114000.0000000002,unspecified,البيان | Items,total_expenditure,5
2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,MoF_Web_Crawl\2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,GOV.BUD,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0000000002,1114000.0000000002,unspecified,البيان | Items,total_expenditure,5
2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,MoF_Web_Crawl\2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,GOV.BUD,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,End-Year/Annual,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0000000002,1114000.0000000002,unspecified,البيان | Items,total_expenditure,5
2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,MoF_Web_Crawl\2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,GOV.BUD,c28c7fb0551fc3277a0378e331bb58eb3bf1cbcd978a966d1ba3cf4a12a931de,2024,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Actual,1293236.091841193,1293236.0918411927,unspecified,البيان | Items,total_expenditure,5
2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,MoF_Web_Crawl\2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,GOV.BUD,0015bfb0c89645cb1c7bf04b826ac1cefbfa36089d2f0b644c3c6cd19a4ff651,2024,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0,1114000,unspecified,البيان | Items,total_expenditure,5
2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,MoF_Web_Crawl\2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,GOV.BUD,0015bfb0c89645cb1c7bf04b826ac1cefbfa36089d2f0b644c3c6cd19a4ff651,2024,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Actual,1293236.091841193,1293236.0918411927,unspecified,البيان | Items,total_expenditure,5
2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,MoF_Web_Crawl\2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,GOV.BUD,51bf166f66cfe032a95b206393f6227e97d025c6f6233546ebac9287baa59b19,2024,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0,1114000,unspecified,البيان | Items,total_expenditure,5
2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,MoF_Web_Crawl\2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,GOV.BUD,51bf166f66cfe032a95b206393f6227e97d025c6f6233546ebac9287baa59b19,2024,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Actual,1293236.091841193,1293236.0918411927,unspecified,البيان | Items,total_expenditure,5
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,GOV.BUD,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0000000002,1114000.0000000002,unspecified,البيان | Items,total_expenditure,5
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,GOV.BUD,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0000000002,1114000.0000000002,unspecified,البيان | Items,total_expenditure,5
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,GOV.BUD,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Actual,1293236.091841193,1293236.0918411927,unspecified,البيان | Items,total_expenditure,5
Quarterly Budget Performance Report_Q1_2023.xlsx,PDF\Data\Quarterly Budget Performance Report_Q1_2023.xlsx,GOV.BUD,ca3b02390734746828aafdb87b9144ca2240fdddf506d0c5faecb2aa760f933b,2023,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0000000002,1114000.0000000002,unspecified,البيان | Items,total_expenditure,5
Quarterly_Budget _Performance_Report_Q2_2023.xlsx,PDF\Data\Quarterly_Budget _Performance_Report_Q2_2023.xlsx,GOV.BUD,7c7fabbf99f4c212109ac6f80e12080de330555adbd4c6797f26a9dccae16baa,2023,,2023,End-Year/Annual,2,إجمالي المصروفات | Total Expenditures,Expenditure,FY 2023 Budget,1114000.0000000002,1114000.0000000002,unspecified,البيان | Items,total_expenditure,5
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Summary,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,End-Year/Annual,0,حتى الربع الثالث من السنة المالية 2023م | للربع الثالث من السنة المالية 2023م,Other,Actual Performance of Non-oil Revenues of FY 2023,3.0,In Q3 of FY 2023 Vs. Q3 2022,unspecified,أداء الميزانية العامة للدولة للربع الثالث من السنة المالية الحالية 1444/ 1445هـ (2023م) النتائج الفعلية لأداء الإيرادات غير النفطية من السنة المالية 1445/1444هـ (2023م) | Column_6,total_revenue,5
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Summary,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,End-Year/Annual,0,حتى الربع الرابع من السنة المالية 2023م | للربع الرابع من السنة المالية 2023م,Other,Actual Performance of Non-oil Revenues of FY 2023,4.0,In Q4 of FY 2023 Vs. Q4 2022,unspecified,أداء الميزانية العامة للدولة للربع الرابع من السنة المالية الحالية 1444/ 1445هـ (2023م) النتائج الفعلية لأداء الإيرادات غير النفطية من السنة المالية 1445/1444هـ (2023م) | Column_6,total_revenue,5
2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,MoF_Web_Crawl\2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,GOV.BUD,7c7fabbf99f4c212109ac6f80e12080de330555adbd4c6797f26a9dccae16baa,2023,,2023,End-Year/Annual,1,إجمالي الإيرادات | Total Revenues,Revenue,FY 2023 Budget,1130000.0,1130000,unspecified,البيان | Items,total_revenue,5
2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,MoF_Web_Crawl\2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,GOV.BUD,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,,2023,End-Year/Annual,1,إجمالي الإيرادات | Total Revenues,Revenue,FY 2023 Budget,1130000.0,1130000,unspecified,البيان | Items,total_revenue,5
2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,MoF_Web_Crawl\2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,GOV.BUD,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,End-Year/Annual,2023,End-Year/Annual,1,إجمالي الإيرادات | Total Revenues,Revenue,FY 2023 Budget,1130000.0,1130000,unspecified,البيان | Items,total_revenue,5
2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,MoF_Web_Crawl\2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,GOV.BUD,c28c7fb0551fc3277a0378e331bb58eb3bf1cbcd978a966d1ba3cf4a12a931de,2024,,2023,End-Year/Annual,1,إجمالي الإيرادات | Total Revenues,Revenue,FY 2023 Budget,1130000.0,1130000,unspecified,البيان | Items,total_revenue,5
2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,MoF_Web_Crawl\2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,GOV.BUD,0015bfb0c89645cb1c7bf04b826ac1cefbfa36089d2f0b644c3c6cd19a4ff651,2024,,2023,End-Year/Annual,1,إجمالي الإيرادات | Total Revenues,Revenue,FY 2023 Budget,1130000.0,1130000,unspecified,البيان | Items,total_revenue,5
2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,MoF_Web_Crawl\2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,GOV.BUD,0015bfb0c89645cb1c7bf04b826ac1cefbfa36089d2f0b644c3c6cd19a4ff651,2024,,2023,End-Year/Annual,1,إجمالي الإيرادات | Total Revenues,Revenue,FY 2023 Actual,1212289.600675252,1212289.600675252,unspecified,البيان | Items,total_revenue,5
