row_index,source_file,sheet_name,label,value_column,old_period,new_period,repair_method
1630,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,المنح,Column_4,Column_4,Q1,inferred_from_source_file
1631,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,المنح,Total,Total,Q3,inferred_from_source_file
1632,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,المنح,Total,Total,Q3,inferred_from_source_file
1633,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,المنح,Total,Total,Q3,inferred_from_source_file
1634,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,المنح | Grants,Column_2,Column_2,Q2,inferred_from_source_file
1635,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,المنح | Grants,Column_3,Column_3,Q2,inferred_from_source_file
1636,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,المنح | Grants,Column_4,Column_4,Q2,inferred_from_source_file
1637,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,المنح | Grants,Column_2,Column_2,Q2,inferred_from_source_file
1638,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,المنح | Grants,Column_3,Column_3,Q2,inferred_from_source_file
1639,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,المنح | Grants,Column_4,Column_4,Q2,inferred_from_source_file
1640,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,الموارد الاقتصادية | 29721.427763380005 | Economic Resources,Column_2,Column_2,Q2,inferred_from_source_file
1641,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,الموارد الاقتصادية | 29721.427763380005 | Economic Resources,Column_3,Column_3,Q2,inferred_from_source_file
1642,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,الموارد الاقتصادية | 29721.427763380005 | Economic Resources,Column_4,Column_4,Q2,inferred_from_source_file
1643,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,الموارد الاقتصادية | 29721.427763380005 | Economic Resources,Column_6,Column_6,Q2,inferred_from_source_file
1644,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_2,Column_2,Q1,inferred_from_source_file
1645,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_3,Column_3,Q1,inferred_from_source_file
1646,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_4,Column_4,Q1,inferred_from_source_file
1647,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_6,Column_6,Q1,inferred_from_source_file
1648,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Total,Total,Q3,inferred_from_source_file
1649,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_2,Column_2,Q1,inferred_from_source_file
1650,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_3,Column_3,Q1,inferred_from_source_file
1651,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_4,Column_4,Q1,inferred_from_source_file
1652,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,تعويضات العاملين,Total,Total,Q3,inferred_from_source_file
1653,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,تعويضات العاملين,Total,Total,Q3,inferred_from_source_file
1654,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,تعويضات العاملين,Total,Total,Q3,inferred_from_source_file
1655,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_2,Column_2,Q2,inferred_from_source_file
1656,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_3,Column_3,Q2,inferred_from_source_file
1657,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_4,Column_4,Q2,inferred_from_source_file
1658,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_2,Column_2,Q2,inferred_from_source_file
1659,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_3,Column_3,Q2,inferred_from_source_file
1660,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_4,Column_4,Q2,inferred_from_source_file
1661,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_2,Column_2,Q1,inferred_from_source_file
1662,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_3,Column_3,Q1,inferred_from_source_file
1663,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_4,Column_4,Q1,inferred_from_source_file
1664,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,مصروفات أخرى,Total,Total,Q3,inferred_from_source_file
1665,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,مصروفات أخرى,Total,Total,Q3,inferred_from_source_file
1666,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,مصروفات أخرى,Total,Total,Q3,inferred_from_source_file
1667,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_2,Column_2,Q2,inferred_from_source_file
1668,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_3,Column_3,Q2,inferred_from_source_file
1669,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_4,Column_4,Q2,inferred_from_source_file
1670,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_2,Column_2,Q2,inferred_from_source_file
1671,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_3,Column_3,Q2,inferred_from_source_file
1672,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_4,Column_4,Q2,inferred_from_source_file
1673,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_2,Column_2,Q1,inferred_from_source_file
1674,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_3,Column_3,Q1,inferred_from_source_file
1675,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_4,Column_4,Q1,inferred_from_source_file
1676,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,نفقات التمويل,Total,Total,Q3,inferred_from_source_file
1677,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,نفقات التمويل,Total,Total,Q3,inferred_from_source_file
1678,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,نفقات التمويل,Total,Total,Q3,inferred_from_source_file
1679,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_2,Column_2,Q2,inferred_from_source_file
1680,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_3,Column_3,Q2,inferred_from_source_file
1681,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_4,Column_4,Q2,inferred_from_source_file
1682,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_2,Column_2,Q2,inferred_from_source_file
1683,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_3,Column_3,Q2,inferred_from_source_file
1684,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_4,Column_4,Q2,inferred_from_source_file
1685,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات غير النفطية | 102338.764773147 | Non-oil Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1686,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Column_2,Q1,inferred_from_source_file
1687,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Column_3,Q1,inferred_from_source_file
1688,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Column_4,Q1,inferred_from_source_file
1689,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Column_2,Q2,inferred_from_source_file
1690,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Column_3,Q2,inferred_from_source_file
1691,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Column_4,Q2,inferred_from_source_file
1692,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Column_2,Q2,inferred_from_source_file
1693,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Column_3,Q2,inferred_from_source_file
1694,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Column_4,Q2,inferred_from_source_file
1695,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1696,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1697,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات النفطية | 178605.46071 | Oil Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1698,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Column_2,Q1,inferred_from_source_file
1699,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Column_3,Q1,inferred_from_source_file
1700,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Column_4,Q1,inferred_from_source_file
1701,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Column_2,Q2,inferred_from_source_file
1702,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Column_3,Q2,inferred_from_source_file
1703,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Column_4,Q2,inferred_from_source_file
1704,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Column_2,Q2,inferred_from_source_file
1705,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Column_3,Q2,inferred_from_source_file
1706,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Column_4,Q2,inferred_from_source_file
1707,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1708,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1709,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,إجمالي التمويل | Total Financing,الإجمالي,الإجمالي,Q2,inferred_from_source_file
1710,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,إجمالي التمويل | Total Financing,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1711,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q1,inferred_from_source_file
1712,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q1,inferred_from_source_file
1713,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q2,inferred_from_source_file
1714,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q2,inferred_from_source_file
1715,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q3,inferred_from_source_file
1716,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q3,inferred_from_source_file
1717,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,تمويل من الدين الخارجي | Financing from External Borrowing,الإجمالي,الإجمالي,Q2,inferred_from_source_file
1718,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,تمويل من الدين الخارجي | Financing from External Borrowing,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1719,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,تمويل من الدين الداخلي | Financing from Domestic Borrowing,الإجمالي,الإجمالي,Q2,inferred_from_source_file
1720,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Summary,حتى الربع الثالث من السنة المالية 2023م | للربع الثالث من السنة المالية 2023م,Column_3,Column_3,Q3,inferred_from_source_file
1721,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,من الاحتياطيات الحكومية | Government Reserves,الإجمالي,الإجمالي,Q2,inferred_from_source_file
1722,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,من الحساب الجاري | Current Account,الإجمالي,الإجمالي,Q2,inferred_from_source_file
1723,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,Unlabeled row,Column_3,Column_3,Q1,inferred_from_source_file
1724,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,Unlabeled row,Column_4,Column_4,Q1,inferred_from_source_file
1725,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_2,Column_2,Q1,inferred_from_source_file
1726,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_3,Column_3,Q1,inferred_from_source_file
1727,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_4,Column_4,Q1,inferred_from_source_file
1728,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_2,Column_2,Q2,inferred_from_source_file
1729,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_3,Column_3,Q2,inferred_from_source_file
1730,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_4,Column_4,Q2,inferred_from_source_file
1731,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_2,Column_2,Q2,inferred_from_source_file
1732,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_3,Column_3,Q2,inferred_from_source_file
1733,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_4,Column_4,Q2,inferred_from_source_file
1734,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإجمالـــــــــــي | Total,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1735,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإجمالـــــــــــي | Total,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1736,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإجمالي | 280944.225483147 | Total,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1737,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات الأخرى | 22442.517107516996 | Other Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1738,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_2,Column_2,Q1,inferred_from_source_file
1739,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_3,Column_3,Q1,inferred_from_source_file
1740,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_4,Column_4,Q1,inferred_from_source_file
1741,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_2,Column_2,Q2,inferred_from_source_file
1742,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_3,Column_3,Q2,inferred_from_source_file
1743,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_4,Column_4,Q2,inferred_from_source_file
1744,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_2,Column_2,Q2,inferred_from_source_file
1745,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_3,Column_3,Q2,inferred_from_source_file
1746,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Column_4,Column_4,Q2,inferred_from_source_file
1747,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1748,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1749,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات* | Revenues*,Column_3,Column_3,Q1,inferred_from_source_file
1750,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات* | Revenues*,Column_4,Column_4,Q1,inferred_from_source_file
1751,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات* | Revenues*,Column_3,Column_3,Q2,inferred_from_source_file
1752,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات* | Revenues*,Column_4,Column_4,Q2,inferred_from_source_file
1753,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب أخرى | Other Taxes,Column_2,Column_2,Q1,inferred_from_source_file
1754,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب أخرى | Other Taxes,Column_3,Column_3,Q1,inferred_from_source_file
1755,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب أخرى | Other Taxes,Column_4,Column_4,Q1,inferred_from_source_file
1756,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | 5500.6792824700005 | Taxes on International Trade and Transactions,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1757,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_2,Column_2,Q1,inferred_from_source_file
1758,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_3,Column_3,Q1,inferred_from_source_file
1759,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_4,Column_4,Q1,inferred_from_source_file
1760,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_2,Column_2,Q2,inferred_from_source_file
1761,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_3,Column_3,Q2,inferred_from_source_file
1762,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_4,Column_4,Q2,inferred_from_source_file
1763,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_2,Column_2,Q2,inferred_from_source_file
1764,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_3,Column_3,Q2,inferred_from_source_file
1765,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Column_4,Column_4,Q2,inferred_from_source_file
1766,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1767,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1768,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | 7188.2436034600005 | Taxes on Income, Profit and Capital Gains",الإجمالي,الإجمالي,Q3,inferred_from_source_file
1769,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_2,Column_2,Q1,inferred_from_source_file
1770,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_3,Column_3,Q1,inferred_from_source_file
1771,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_4,Column_4,Q1,inferred_from_source_file
1772,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_2,Column_2,Q2,inferred_from_source_file
1773,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_3,Column_3,Q2,inferred_from_source_file
1774,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_4,Column_4,Q2,inferred_from_source_file
1775,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_2,Column_2,Q2,inferred_from_source_file
1776,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_3,Column_3,Q2,inferred_from_source_file
1777,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Column_4,Column_4,Q2,inferred_from_source_file
