row_index,source_file,sheet_name,label,value_column,old_period,new_period,repair_method
1778,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",الإجمالي,الإجمالي,Q3,inferred_from_source_file
1779,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",الإجمالي,الإجمالي,Q3,inferred_from_source_file
1780,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الضرائب على السلع والخدمات | 63086.93591 | Taxes on Goods and Services,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1781,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_2,Column_2,Q1,inferred_from_source_file
1782,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_3,Column_3,Q1,inferred_from_source_file
1783,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_4,Column_4,Q1,inferred_from_source_file
1784,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_2,Column_2,Q2,inferred_from_source_file
1785,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_3,Column_3,Q2,inferred_from_source_file
1786,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_4,Column_4,Q2,inferred_from_source_file
1787,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_2,Column_2,Q2,inferred_from_source_file
1788,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_3,Column_3,Q2,inferred_from_source_file
1789,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_4,Column_4,Q2,inferred_from_source_file
1790,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1791,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1792,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,ضرائب أخرى | 4120.3888697 | Other Taxes,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1793,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_2,Column_2,Q2,inferred_from_source_file
1794,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_3,Column_3,Q2,inferred_from_source_file
1795,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_4,Column_4,Q2,inferred_from_source_file
1796,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_2,Column_2,Q2,inferred_from_source_file
1797,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_3,Column_3,Q2,inferred_from_source_file
1798,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_4,Column_4,Q2,inferred_from_source_file
1799,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,ضرائب أخرى | Other Taxes,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1800,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,ضرائب أخرى | Other Taxes,الإجمالي,الإجمالي,Q3,inferred_from_source_file
1801,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,فائض/(عجز) الفترة | Surplus/(Deficit),الإجمالي,الإجمالي,Q2,inferred_from_source_file
1802,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,فائض/(عجز) الفترة | Surplus/(Deficit),الإجمالي,الإجمالي,Q3,inferred_from_source_file
2305,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,Unlabeled row,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q3,inferred_from_source_file
2306,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,Unlabeled row,الدين الخارجي External Debt,الدين الخارجي External Debt,Q3,inferred_from_source_file
2307,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,Unlabeled row,الدين العام,الدين العام,Q3,inferred_from_source_file
2308,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,Unlabeled row,Public Debt,Public Debt,Q3,inferred_from_source_file
2309,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,Unlabeled row,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q4,inferred_from_source_file
2310,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,Unlabeled row,الدين الخارجي External Debt,الدين الخارجي External Debt,Q4,inferred_from_source_file
2311,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q4,inferred_from_source_file
2312,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الخارجي External Debt,الدين الخارجي External Debt,Q4,inferred_from_source_file
2313,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q3,inferred_from_source_file
2314,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الخارجي External Debt,الدين الخارجي External Debt,Q3,inferred_from_source_file
2315,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q4,inferred_from_source_file
2316,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الخارجي External Debt,الدين الخارجي External Debt,Q4,inferred_from_source_file
2317,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q2,inferred_from_source_file
2318,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q3,inferred_from_source_file
2319,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,الدين الخارجي External Debt,Q3,inferred_from_source_file
2320,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q4,inferred_from_source_file
2321,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,الدين الخارجي External Debt,Q4,inferred_from_source_file
2322,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q2,inferred_from_source_file
2323,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,الدين الخارجي External Debt,Q2,inferred_from_source_file
2324,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الرصيد أول الفترة | Beginning of Period Balance,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q3,inferred_from_source_file
2325,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الرصيد أول الفترة | Beginning of Period Balance,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q4,inferred_from_source_file
2326,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q3,inferred_from_source_file
2327,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الخارجي External Debt,الدين الخارجي External Debt,Q3,inferred_from_source_file
2328,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q4,inferred_from_source_file
2329,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الخارجي External Debt,الدين الخارجي External Debt,Q4,inferred_from_source_file
2330,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,الدين الداخلي Domestic Debt,Q2,inferred_from_source_file
2331,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Spending Until H1 2023,Total,Total,Q2,inferred_from_source_file
2332,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,Unlabeled row,Total,Total,Q3,inferred_from_source_file
2333,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Unlabeled row,Column_3,Column_3,Q2,inferred_from_source_file
2334,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Unlabeled row,Column_4,Column_4,Q2,inferred_from_source_file
2335,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Unlabeled row,Column_2,Column_2,Q2,inferred_from_source_file
2336,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Unlabeled row,Column_3,Column_3,Q2,inferred_from_source_file
2337,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Total,Q3,inferred_from_source_file
2338,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Total,Q3,inferred_from_source_file
2339,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Total,Q3,inferred_from_source_file
2340,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Total,Q4,inferred_from_source_file
2341,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Total,Q4,inferred_from_source_file
2342,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات,Column_2,Column_2,Q2,inferred_from_source_file
2343,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات,Column_3,Column_3,Q2,inferred_from_source_file
2344,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات,Column_4,Column_4,Q2,inferred_from_source_file
2345,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Total,Q4,inferred_from_source_file
2346,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Total,Q2,inferred_from_source_file
2347,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Total,Q2,inferred_from_source_file
2348,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Total,Q2,inferred_from_source_file
2349,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,اسم القطاع | Sector,Total,Total,Q3,inferred_from_source_file
2350,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,اسم القطاع | Sector,Column_2,Column_2,Q2,inferred_from_source_file
2351,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,اسم القطاع | Sector,Column_3,Column_3,Q2,inferred_from_source_file
2352,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,اسم القطاع | المنصرف للنصف الأول 2023م | Sector,Total,Total,Q2,inferred_from_source_file
2353,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Total,Q3,inferred_from_source_file
2354,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Total,Q3,inferred_from_source_file
2355,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Total,Q3,inferred_from_source_file
2356,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Total,Q4,inferred_from_source_file
2357,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Total,Q4,inferred_from_source_file
2358,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_2,Column_2,Q2,inferred_from_source_file
2359,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_3,Column_3,Q2,inferred_from_source_file
2360,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_4,Column_4,Q2,inferred_from_source_file
2361,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Total,Q4,inferred_from_source_file
2362,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Total,Q2,inferred_from_source_file
2363,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Total,Q2,inferred_from_source_file
2364,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Total,Q2,inferred_from_source_file
2365,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | 54482.0435104 | Security and Regional Administration,Total,Total,Q2,inferred_from_source_file
2366,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | 54482.0435104 | Security and Regional Administration,Column_6,Column_6,Q2,inferred_from_source_file
2367,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Total,Total,Q3,inferred_from_source_file
2368,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_2,Column_2,Q2,inferred_from_source_file
2369,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_3,Column_3,Q2,inferred_from_source_file
2370,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_4,Column_4,Q2,inferred_from_source_file
2371,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_6,Column_6,Q2,inferred_from_source_file
2372,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإجمالـــــــــــي,Total,Total,Q3,inferred_from_source_file
2373,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإجمالـــــــــــي,Total,Total,Q3,inferred_from_source_file
2374,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإجمالـــــــــــي,Total,Total,Q4,inferred_from_source_file
2375,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإجمالـــــــــــي,Total,Total,Q4,inferred_from_source_file
2376,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي,Column_2,Column_2,Q2,inferred_from_source_file
2377,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي,Column_3,Column_3,Q2,inferred_from_source_file
2378,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي,Column_4,Column_4,Q2,inferred_from_source_file
2379,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | 603945.8719522825 | Total,Total,Total,Q2,inferred_from_source_file
2380,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | 603945.8719522825 | Total,Column_6,Column_6,Q2,inferred_from_source_file
2381,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Total,Q3,inferred_from_source_file
2382,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Total,Q2,inferred_from_source_file
2383,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Total,Q2,inferred_from_source_file
2384,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_2,Column_2,Q2,inferred_from_source_file
2385,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_3,Column_3,Q2,inferred_from_source_file
2386,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_4,Column_4,Q2,inferred_from_source_file
2387,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_6,Column_6,Q2,inferred_from_source_file
2388,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإجمالي,Total,Total,Q3,inferred_from_source_file
2389,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإجمالي | Total,Total,Total,Q4,inferred_from_source_file
2390,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالي | Total,Total,Total,Q2,inferred_from_source_file
2391,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | 21682.808042535005 | Public Administration,Total,Total,Q2,inferred_from_source_file
2392,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | 21682.808042535005 | Public Administration,Column_6,Column_6,Q2,inferred_from_source_file
2393,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإدارة العامة | Public Administration,Total,Total,Q3,inferred_from_source_file
2394,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_2,Column_2,Q2,inferred_from_source_file
2395,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_3,Column_3,Q2,inferred_from_source_file
2396,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_4,Column_4,Q2,inferred_from_source_file
2397,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_6,Column_6,Q2,inferred_from_source_file
2398,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإعانات,Total,Total,Q3,inferred_from_source_file
2399,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإعانات,Total,Total,Q3,inferred_from_source_file
2400,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإعانات,Total,Total,Q3,inferred_from_source_file
2401,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإعانات,Total,Total,Q4,inferred_from_source_file
2402,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإعانات,Total,Total,Q4,inferred_from_source_file
2403,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات,Column_2,Column_2,Q2,inferred_from_source_file
2404,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات,Column_3,Column_3,Q2,inferred_from_source_file
2405,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات,Column_4,Column_4,Q2,inferred_from_source_file
2406,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإعانات | Subsidies,Total,Total,Q4,inferred_from_source_file
2407,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات | Subsidies,Total,Total,Q2,inferred_from_source_file
2408,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات | Subsidies,Total,Total,Q2,inferred_from_source_file
2409,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات | Subsidies,Total,Total,Q2,inferred_from_source_file
2410,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | 103232.80316220001 | General Items,Total,Total,Q2,inferred_from_source_file
2411,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | 103232.80316220001 | General Items,Column_6,Column_6,Q2,inferred_from_source_file
2412,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,البنود العامة | General Items,Total,Total,Q3,inferred_from_source_file
2413,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | General Items,Column_2,Column_2,Q2,inferred_from_source_file
2414,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | General Items,Column_3,Column_3,Q2,inferred_from_source_file
2415,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | General Items,Column_4,Column_4,Q2,inferred_from_source_file
2416,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | General Items,Column_6,Column_6,Q2,inferred_from_source_file
2417,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التجهيزات الأساسية والنقل | 18552.19621866 | Infrastructure and Transportation,Total,Total,Q2,inferred_from_source_file
2418,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التجهيزات الأساسية والنقل | 18552.19621866 | Infrastructure and Transportation,Column_6,Column_6,Q2,inferred_from_source_file
2419,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Total,Total,Q3,inferred_from_source_file
2420,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Column_2,Column_2,Q2,inferred_from_source_file
2421,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Column_3,Column_3,Q2,inferred_from_source_file
2422,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Column_4,Column_4,Q2,inferred_from_source_file
2423,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Column_6,Column_6,Q2,inferred_from_source_file
2424,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التعليم | 102819.40924245001 | Education,Total,Total,Q2,inferred_from_source_file
2425,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التعليم | 102819.40924245001 | Education,Column_6,Column_6,Q2,inferred_from_source_file
2426,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,التعليم | Education,Total,Total,Q3,inferred_from_source_file
2427,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التعليم | Education,Column_2,Column_2,Q2,inferred_from_source_file
2428,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التعليم | Education,Column_3,Column_3,Q2,inferred_from_source_file
