row_index,source_file,sheet_name,label,value_column,old_period,new_period,resolution_method
2611,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_4,Unknown,Column_4,inferred_from_value_column
2612,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_6,Unknown,Column_6,inferred_from_value_column
2613,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_2,Unknown,Column_2,inferred_from_value_column
2614,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_3,Unknown,Column_3,inferred_from_value_column
2615,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_4,Unknown,Column_4,inferred_from_value_column
2616,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,تعويضات العاملين,Total,Unknown,Total,inferred_from_value_column
2617,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,تعويضات العاملين,Total,Unknown,Total,inferred_from_value_column
2618,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,تعويضات العاملين,Total,Unknown,Total,inferred_from_value_column
2619,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_2,Unknown,Column_2,inferred_from_value_column
2620,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_3,Unknown,Column_3,inferred_from_value_column
2621,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,تعويضات العاملين,Column_4,Unknown,Column_4,inferred_from_value_column
2622,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_2,Unknown,Column_2,inferred_from_value_column
2623,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_3,Unknown,Column_3,inferred_from_value_column
2624,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_4,Unknown,Column_4,inferred_from_value_column
2625,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_2,Unknown,Column_2,inferred_from_value_column
2626,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_3,Unknown,Column_3,inferred_from_value_column
2627,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_4,Unknown,Column_4,inferred_from_value_column
2628,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_2,Unknown,Column_2,inferred_from_value_column
2629,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_3,Unknown,Column_3,inferred_from_value_column
2630,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_4,Unknown,Column_4,inferred_from_value_column
2631,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_2,Unknown,Column_2,inferred_from_value_column
2632,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_3,Unknown,Column_3,inferred_from_value_column
2633,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Column_4,Unknown,Column_4,inferred_from_value_column
2634,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_2,Unknown,Column_2,inferred_from_value_column
2635,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_3,Unknown,Column_3,inferred_from_value_column
2636,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_4,Unknown,Column_4,inferred_from_value_column
2637,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,مصروفات أخرى,Total,Unknown,Total,inferred_from_value_column
2638,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,مصروفات أخرى,Total,Unknown,Total,inferred_from_value_column
2639,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,مصروفات أخرى,Total,Unknown,Total,inferred_from_value_column
2640,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_2,Unknown,Column_2,inferred_from_value_column
2641,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_3,Unknown,Column_3,inferred_from_value_column
2642,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,مصروفات أخرى,Column_4,Unknown,Column_4,inferred_from_value_column
2643,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_2,Unknown,Column_2,inferred_from_value_column
2644,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_3,Unknown,Column_3,inferred_from_value_column
2645,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_4,Unknown,Column_4,inferred_from_value_column
2646,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_2,Unknown,Column_2,inferred_from_value_column
2647,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_3,Unknown,Column_3,inferred_from_value_column
2648,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_4,Unknown,Column_4,inferred_from_value_column
2649,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_2,Unknown,Column_2,inferred_from_value_column
2650,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_3,Unknown,Column_3,inferred_from_value_column
2651,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_4,Unknown,Column_4,inferred_from_value_column
2652,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_2,Unknown,Column_2,inferred_from_value_column
2653,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_3,Unknown,Column_3,inferred_from_value_column
2654,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Column_4,Unknown,Column_4,inferred_from_value_column
2655,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_2,Unknown,Column_2,inferred_from_value_column
2656,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_3,Unknown,Column_3,inferred_from_value_column
2657,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_4,Unknown,Column_4,inferred_from_value_column
2658,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,نفقات التمويل,Total,Unknown,Total,inferred_from_value_column
2659,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,نفقات التمويل,Total,Unknown,Total,inferred_from_value_column
2660,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,نفقات التمويل,Total,Unknown,Total,inferred_from_value_column
2661,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_2,Unknown,Column_2,inferred_from_value_column
2662,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_3,Unknown,Column_3,inferred_from_value_column
2663,Quarterly Budget Performance Report_Q1_2023.xlsx,Expenditures,نفقات التمويل,Column_4,Unknown,Column_4,inferred_from_value_column
2664,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_2,Unknown,Column_2,inferred_from_value_column
2665,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_3,Unknown,Column_3,inferred_from_value_column
2666,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_4,Unknown,Column_4,inferred_from_value_column
2667,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_2,Unknown,Column_2,inferred_from_value_column
2668,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_3,Unknown,Column_3,inferred_from_value_column
2669,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_4,Unknown,Column_4,inferred_from_value_column
2670,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_2,Unknown,Column_2,inferred_from_value_column
2671,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_3,Unknown,Column_3,inferred_from_value_column
2672,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_4,Unknown,Column_4,inferred_from_value_column
2673,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_2,Unknown,Column_2,inferred_from_value_column
2674,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_3,Unknown,Column_3,inferred_from_value_column
2675,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Column_4,Unknown,Column_4,inferred_from_value_column
2676,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات غير النفطية | 102338.764773147 | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2677,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2678,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2679,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2680,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2681,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2682,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2683,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2684,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2685,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2686,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2687,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2688,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2689,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2690,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2691,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2692,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2693,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2694,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2695,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2696,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2697,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات النفطية | 178605.46071 | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2698,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2699,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2700,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2701,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2702,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2703,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2704,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2705,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2706,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2707,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2708,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2709,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2710,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2711,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2712,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2713,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2714,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2715,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
2716,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
2717,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
2718,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
2719,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Summary,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
2720,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
2721,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Summary,Unlabeled row,(SAR Million),Unknown,(SAR Million),inferred_from_value_column
2722,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
2723,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Summary,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
2724,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Summary,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
2725,Quarterly Budget Performance Report_Q1_2023.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
2726,Quarterly Budget Performance Report_Q1_2023.xlsx,Summary,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
2727,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
2728,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Summary,Unlabeled row,(SAR Million),Unknown,(SAR Million),inferred_from_value_column
2729,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
2730,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Summary,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
2731,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,إجمالي التمويل | Total Financing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2732,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,إجمالي التمويل | Total Financing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2733,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Financing,إجمالي التمويل | Total Financing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2734,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2735,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2736,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2737,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2738,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2739,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2740,Quarterly Budget Performance Report_Q1_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2741,Quarterly Budget Performance Report_Q1_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2742,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2743,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
2744,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,تمويل من الدين الخارجي | Financing from External Borrowing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2745,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,تمويل من الدين الخارجي | Financing from External Borrowing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2746,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Financing,تمويل من الدين الخارجي | Financing from External Borrowing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2747,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,تمويل من الدين الداخلي | Financing from Domestic Borrowing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2748,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,تمويل من الدين الداخلي | Financing from Domestic Borrowing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2749,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Financing,تمويل من الدين الداخلي | Financing from Domestic Borrowing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2750,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Summary,حتى الربع الثالث من السنة المالية 2023م | للربع الثالث من السنة المالية 2023م,Column_3,Unknown,Column_3,inferred_from_value_column
2751,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,من الاحتياطيات الحكومية | Government Reserves,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2752,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,من الاحتياطيات الحكومية | Government Reserves,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2753,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Financing,من الاحتياطيات الحكومية | Government Reserves,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2754,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,من الحساب الجاري | Current Account,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2755,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,من الحساب الجاري | Current Account,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2756,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Financing,من الحساب الجاري | Current Account,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2757,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
2758,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
2759,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
2760,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
2761,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
2762,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
2763,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
2764,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
2765,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
2766,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
2767,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
2768,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
2769,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_2,Unknown,Column_2,inferred_from_value_column
2770,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_3,Unknown,Column_3,inferred_from_value_column
2771,2023__2447c0413f__Quarterly_Budget_Performance_Report_Q1_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_4,Unknown,Column_4,inferred_from_value_column
2772,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_2,Unknown,Column_2,inferred_from_value_column
