row_index,source_file,sheet_name,label,value_column,old_period,new_period,resolution_method
739,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,Unlabeled row,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
740,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,Unlabeled row,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
741,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,Unlabeled row,الدين العام,Unknown,الدين العام,inferred_from_value_column
742,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,Unlabeled row,Public Debt,Unknown,Public Debt,inferred_from_value_column
743,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,Unlabeled row,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
744,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,Unlabeled row,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
745,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,Unlabeled row,الدين العام,Unknown,الدين العام,inferred_from_value_column
746,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,Unlabeled row,Public Debt,Unknown,Public Debt,inferred_from_value_column
747,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,Unlabeled row,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
748,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,Unlabeled row,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
749,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,Unlabeled row,الدين العام,Unknown,الدين العام,inferred_from_value_column
750,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,Unlabeled row,Public Debt,Unknown,Public Debt,inferred_from_value_column
751,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
752,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
753,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
754,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
755,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
756,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
757,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
758,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
759,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
760,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
761,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
762,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
763,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
764,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
765,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
766,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
767,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
768,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
769,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,الرصيد أول الفترة | Beginning of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
770,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,الرصيد أول الفترة | Beginning of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
771,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,الرصيد أول الفترة | Beginning of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
772,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
773,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
774,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
775,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
776,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
777,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
778,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
779,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
780,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
781,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
782,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,Unlabeled row,Total,Unknown,Total,inferred_from_value_column
783,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,Unlabeled row,Total,Unknown,Total,inferred_from_value_column
784,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,استخدام السلع والخدمات,Column_2,Unknown,Column_2,inferred_from_value_column
785,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,استخدام السلع والخدمات,Column_3,Unknown,Column_3,inferred_from_value_column
786,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,استخدام السلع والخدمات,Column_4,Unknown,Column_4,inferred_from_value_column
787,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
788,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
789,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
790,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
791,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
792,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Unknown,Total,inferred_from_value_column
793,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,اسم القطاع | Sector,Column_2,Unknown,Column_2,inferred_from_value_column
794,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,اسم القطاع | Sector,Column_3,Unknown,Column_3,inferred_from_value_column
795,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,اسم القطاع | Sector,Total,Unknown,Total,inferred_from_value_column
796,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,اسم القطاع | Sector,Total,Unknown,Total,inferred_from_value_column
797,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_2,Unknown,Column_2,inferred_from_value_column
798,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_3,Unknown,Column_3,inferred_from_value_column
799,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_4,Unknown,Column_4,inferred_from_value_column
800,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
801,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
802,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
803,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
804,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
805,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Unknown,Total,inferred_from_value_column
806,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_2,Unknown,Column_2,inferred_from_value_column
807,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_3,Unknown,Column_3,inferred_from_value_column
808,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_4,Unknown,Column_4,inferred_from_value_column
809,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_6,Unknown,Column_6,inferred_from_value_column
810,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Total,Unknown,Total,inferred_from_value_column
811,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Total,Unknown,Total,inferred_from_value_column
812,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإجمالـــــــــــي,Column_2,Unknown,Column_2,inferred_from_value_column
813,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإجمالـــــــــــي,Column_3,Unknown,Column_3,inferred_from_value_column
814,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإجمالـــــــــــي,Column_4,Unknown,Column_4,inferred_from_value_column
815,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الإجمالـــــــــــي,Total,Unknown,Total,inferred_from_value_column
816,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الإجمالـــــــــــي,Total,Unknown,Total,inferred_from_value_column
817,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الإجمالـــــــــــي,Total,Unknown,Total,inferred_from_value_column
818,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الإجمالـــــــــــي,Total,Unknown,Total,inferred_from_value_column
819,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_2,Unknown,Column_2,inferred_from_value_column
820,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_3,Unknown,Column_3,inferred_from_value_column
821,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_4,Unknown,Column_4,inferred_from_value_column
822,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_6,Unknown,Column_6,inferred_from_value_column
823,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Unknown,Total,inferred_from_value_column
824,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Unknown,Total,inferred_from_value_column
825,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الإجمالي,Total,Unknown,Total,inferred_from_value_column
826,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الإجمالي | Total,Total,Unknown,Total,inferred_from_value_column
827,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_2,Unknown,Column_2,inferred_from_value_column
828,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_3,Unknown,Column_3,inferred_from_value_column
829,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_4,Unknown,Column_4,inferred_from_value_column
830,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_6,Unknown,Column_6,inferred_from_value_column
831,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الإدارة العامة | Public Administration,Total,Unknown,Total,inferred_from_value_column
832,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الإدارة العامة | Public Administration,Total,Unknown,Total,inferred_from_value_column
833,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإعانات,Column_2,Unknown,Column_2,inferred_from_value_column
834,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإعانات,Column_3,Unknown,Column_3,inferred_from_value_column
835,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الإعانات,Column_4,Unknown,Column_4,inferred_from_value_column
836,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
837,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
838,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
839,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
840,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
841,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الإعانات | Subsidies,Total,Unknown,Total,inferred_from_value_column
842,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,البنود العامة | General Items,Column_2,Unknown,Column_2,inferred_from_value_column
843,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,البنود العامة | General Items,Column_3,Unknown,Column_3,inferred_from_value_column
844,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,البنود العامة | General Items,Column_4,Unknown,Column_4,inferred_from_value_column
845,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,البنود العامة | General Items,Column_6,Unknown,Column_6,inferred_from_value_column
846,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,البنود العامة | General Items,Total,Unknown,Total,inferred_from_value_column
847,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,البنود العامة | General Items,Total,Unknown,Total,inferred_from_value_column
848,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Column_2,Unknown,Column_2,inferred_from_value_column
849,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Column_3,Unknown,Column_3,inferred_from_value_column
850,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Column_4,Unknown,Column_4,inferred_from_value_column
851,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Column_6,Unknown,Column_6,inferred_from_value_column
852,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Total,Unknown,Total,inferred_from_value_column
853,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Total,Unknown,Total,inferred_from_value_column
854,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,التعليم | Education,Column_2,Unknown,Column_2,inferred_from_value_column
855,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,التعليم | Education,Column_3,Unknown,Column_3,inferred_from_value_column
856,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,التعليم | Education,Column_4,Unknown,Column_4,inferred_from_value_column
857,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,التعليم | Education,Column_6,Unknown,Column_6,inferred_from_value_column
858,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,التعليم | Education,Total,Unknown,Total,inferred_from_value_column
859,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,التعليم | Education,Total,Unknown,Total,inferred_from_value_column
860,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Column_2,Unknown,Column_2,inferred_from_value_column
861,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Column_3,Unknown,Column_3,inferred_from_value_column
862,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Column_4,Unknown,Column_4,inferred_from_value_column
863,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Column_6,Unknown,Column_6,inferred_from_value_column
864,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Total,Unknown,Total,inferred_from_value_column
865,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Total,Unknown,Total,inferred_from_value_column
866,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Column_2,Unknown,Column_2,inferred_from_value_column
867,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Column_3,Unknown,Column_3,inferred_from_value_column
868,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Column_4,Unknown,Column_4,inferred_from_value_column
869,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Column_6,Unknown,Column_6,inferred_from_value_column
870,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Total,Unknown,Total,inferred_from_value_column
871,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Total,Unknown,Total,inferred_from_value_column
872,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,العسكري | Military,Column_2,Unknown,Column_2,inferred_from_value_column
873,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,العسكري | Military,Column_3,Unknown,Column_3,inferred_from_value_column
874,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,العسكري | Military,Column_4,Unknown,Column_4,inferred_from_value_column
875,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,العسكري | Military,Column_6,Unknown,Column_6,inferred_from_value_column
876,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,العسكري | Military,Total,Unknown,Total,inferred_from_value_column
877,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,العسكري | Military,Total,Unknown,Total,inferred_from_value_column
878,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,المصروفات*,Column_3,Unknown,Column_3,inferred_from_value_column
879,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,المصروفات*,Column_4,Unknown,Column_4,inferred_from_value_column
880,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,المنافع الاجتماعية,Column_2,Unknown,Column_2,inferred_from_value_column
881,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,المنافع الاجتماعية,Column_3,Unknown,Column_3,inferred_from_value_column
882,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,المنافع الاجتماعية,Column_4,Unknown,Column_4,inferred_from_value_column
883,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,المنافع الاجتماعية,Total,Unknown,Total,inferred_from_value_column
884,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,المنافع الاجتماعية,Total,Unknown,Total,inferred_from_value_column
885,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,المنافع الاجتماعية,Total,Unknown,Total,inferred_from_value_column
886,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,المنافع الاجتماعية,Total,Unknown,Total,inferred_from_value_column
887,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,المنافع الاجتماعية,Total,Unknown,Total,inferred_from_value_column
888,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,المنافع الاجتماعية | Social Benefits,Total,Unknown,Total,inferred_from_value_column
889,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,المنح,Column_2,Unknown,Column_2,inferred_from_value_column
890,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,المنح,Column_3,Unknown,Column_3,inferred_from_value_column
891,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,المنح,Column_4,Unknown,Column_4,inferred_from_value_column
892,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,المنح,Total,Unknown,Total,inferred_from_value_column
