url,source_page,link_text,local_path,file_name,extension,year_guess,period_guess,file_type_guess,size_bytes,sha256,download_status
https://www.mof.gov.sa/en/financialreport/2026/Documents/info%20ENG%20Q1-2026%20V6%20FINAL.pdf,https://www.mof.gov.sa/en/financialreport/2026/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2026__End-Year_Annual__2bc2e04307__info_ENG_Q1-2026_V6_FINAL.pdf,2026__End-Year_Annual__2bc2e04307__info_ENG_Q1-2026_V6_FINAL.pdf,.pdf,2026.0,End-Year/Annual,other_financial_file,1173697,937e92f4d6f0caf9eac82253da2ae342cb99946476ffe07af1a008969ddba65d,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/Q1E%202024-%20F.pdf,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__4689dc78ff__Q1E_2024-_F.pdf,2024__4689dc78ff__Q1E_2024-_F.pdf,.pdf,2024.0,,other_financial_file,1017689,129d568f64c1d5ee6211898ec1b648d426659f4703a3499d5340a68fe9ef70fa,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/Copy%20of%20Quarterly%20Budget%20Performance%20Report_Q1_2024-V12.xlsx,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__4a7b99b36f__Copy_of_Quarterly_Budget_Performance_Report_Q1_2024-V12.xlsx,2024__4a7b99b36f__Copy_of_Quarterly_Budget_Performance_Report_Q1_2024-V12.xlsx,.xlsx,2024.0,,other_financial_file,1129,70000ae8165f290a8707e852ffc6bed533d9673c5cd232d2e377b450ad75adfd,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/infoE%20Q1-2024%200505.pdf,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__51b69074c0__infoE_Q1-2024_0505.pdf,2024__51b69074c0__infoE_Q1-2024_0505.pdf,.pdf,2024.0,,other_financial_file,816889,6ae068bb992f1e6c30609196b3efef0a0977438abeb9e4cfc8ca27c3be2188b5,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/Q2E%202024.pdf,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__e7a19bdbcc__Q2E_2024.pdf,2024__e7a19bdbcc__Q2E_2024.pdf,.pdf,2024.0,,other_financial_file,1031227,70d0da2ca02975edcfd153f83b7dd87e0f1e2fa27ce4c98ade18d0c31a32c571,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/Quarterly%20Budget%20Performance%20Report_Q2_2024-all.xlsx,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,.xlsx,2024.0,,other_financial_file,168391,51bf166f66cfe032a95b206393f6227e97d025c6f6233546ebac9287baa59b19,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/infoE%20Q2-2024.pdf,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__e6d5a4f402__infoE_Q2-2024.pdf,2024__e6d5a4f402__infoE_Q2-2024.pdf,.pdf,2024.0,,other_financial_file,807283,f2dae5d3177111759b24ffb4af656832bd3e6eeb6973a0e771a11c4d5b5b2296,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/Mid-Bud-E%202024%20F.pdf,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__e0efe85604__Mid-Bud-E_2024_F.pdf,2024__e0efe85604__Mid-Bud-E_2024_F.pdf,.pdf,2024.0,,other_financial_file,2455727,db3a7a362f5ddf54c91bb9f20800140d1692254258d323b15f17ab1210c07e9c,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/Q3E%202024-F.pdf,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__ea14d15594__Q3E_2024-F.pdf,2024__ea14d15594__Q3E_2024-F.pdf,.pdf,2024.0,,other_financial_file,1012800,4ee5629947c04eb31a666a4f7d1fa6d78e8e62827cd7d01578a9f55ad431b1bb,downloaded
https://www.mof.gov.sa/en/financialreport/2024/Documents/Quarterly%20Budget%20Performance%20Report_Q3_2024.xlsx,https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,,E:\47\471\New Papers\Transforming AI-Driven Solutions\Codes\Data\MoF_Web_Crawl\2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,.xlsx,2024.0,,other_financial_file,323991,c28c7fb0551fc3277a0378e331bb58eb3bf1cbcd978a966d1ba3cf4a12a931de,downloaded
